Run	AGE	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	env_broad_scale	env_local_scale	env_medium	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Group	HOST	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	litter_id	mouse_id	Organism	Platform	ReleaseDate	create_date	version	Sample Name	SRA Study	total_sequences	study_name	uuid
SRR28674862	3	WGS	302	540364372	PRJNA1099939	SAMN40961859	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	237990817	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-10-08	public	fastq,sra,run.zq	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243105	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG037AM5_3MTH_10082019	PAIRED	RANDOM	METAGENOMIC	hSCATG037	hSCATG037AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T16:01:00Z	1	hSCATG037AM5_3MTH_10082019	SRP501636	2183552	SampsonTR_2025	84d00c44-bd5d-40dc-8ed5-cd368fef28a8
SRR28674863	1	WGS	302	461423384	PRJNA1099939	SAMN40961858	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	200933428	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-08	public	sra,fastq,run.zq	s3,gs,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243104	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG037AM5_1MTH_08082019	PAIRED	RANDOM	METAGENOMIC	hSCATG037	hSCATG037AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG037AM5_1MTH_08082019	SRP501636	1774323	SampsonTR_2025	e0610d63-2656-4593-8447-3f5e9e7b7353
SRR28674864	12	WGS	302	314477130	PRJNA1099939	SAMN40961857	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	143949450	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-07-08	public	sra,run.zq,fastq	gs,ncbi,s3	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243103	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG037AM5_12MTH_07082020	PAIRED	RANDOM	METAGENOMIC	hSCATG037	hSCATG037AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG037AM5_12MTH_07082020	SRP501636	1285479	SampsonTR_2025	246a56e6-2d85-4e11-989b-3188dd4262a1
SRR28674870	1	WGS	302	347810984	PRJNA1099939	SAMN40961830	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	158655378	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-01	public	run.zq,sra,fastq	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243097	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG035AM1_1MTH_08012019	PAIRED	RANDOM	METAGENOMIC	hSCATG035	hSCATG035AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG035AM1_1MTH_08012019	SRP501636	1334381	SampsonTR_2025	38f3950b-bf9b-40fe-aea3-1567143eef57
SRR28674871	12	WGS	302	712716678	PRJNA1099939	SAMN40961829	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	296487957	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-30	public	fastq,sra,run.zq	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243096	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG035AM1_12MTH_06302020	PAIRED	RANDOM	METAGENOMIC	hSCATG035	hSCATG035AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG035AM1_12MTH_06302020	SRP501636	2350052	SampsonTR_2025	f74db5d7-7a33-4461-bd7e-d843a7d9019f
SRR28674872	6	WGS	302	350896820	PRJNA1099939	SAMN40961828	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	158766366	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-02	public	fastq,sra,run.zq	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243095	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG034AM5_6MTH_01022020	PAIRED	RANDOM	METAGENOMIC	hSCATG034	hSCATG034AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG034AM5_6MTH_01022020	SRP501636	1346177	SampsonTR_2025	0d3030c8-ed4a-4139-9e9e-680099cddf9b
SRR28674873	3	WGS	302	300637074	PRJNA1099939	SAMN40961827	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	136521322	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-10-03	public	fastq,run.zq,sra	s3,gs,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243094	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG034AM5_3MTH_10032019	PAIRED	RANDOM	METAGENOMIC	hSCATG034	hSCATG034AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG034AM5_3MTH_10032019	SRP501636	1163942	SampsonTR_2025	7e04802c-8b2d-4703-a5ec-746bbb034bb4
SRR28674874	12	WGS	302	499798222	PRJNA1099939	SAMN40961721	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	218000063	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-04	public	sra,fastq,run.zq	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243093	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG016AM3_12MTH_06042020	PAIRED	RANDOM	METAGENOMIC	hSCATG016	hSCATG016AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG016AM3_12MTH_06042020	SRP501636	1835528	SampsonTR_2025	77e50899-58d0-480d-99c2-4cd2863a0adc
SRR28674659	3	WGS	302	207409674	PRJNA1099939	SAMN40961919	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	94420581	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-03-06	public	sra,run.zq,fastq	s3,ncbi,gs	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243050	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG057AM1_3MTH_03062020	PAIRED	RANDOM	METAGENOMIC	hSCATG057	hSCATG057AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG057AM1_3MTH_03062020	SRP501636	842404	SampsonTR_2025	29075329-0566-450d-9e0e-f96328c1f269
SRR28674660	1	WGS	302	392075124	PRJNA1099939	SAMN40961918	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	170063814	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-08	public	sra,fastq,run.zq	ncbi,s3,gs	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243049	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG057AM1_1MTH_01082020	PAIRED	RANDOM	METAGENOMIC	hSCATG057	hSCATG057AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG057AM1_1MTH_01082020	SRP501636	1539817	SampsonTR_2025	2726112c-0978-4246-a871-48fa6851d84e
SRR28674662	6	WGS	302	411480738	PRJNA1099939	SAMN40961916	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	182410281	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-04	public	fastq,sra,run.zq	gs,ncbi,s3	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243047	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG054AM2_6MTH_06042020	PAIRED	RANDOM	METAGENOMIC	hSCATG054	hSCATG054AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG054AM2_6MTH_06042020	SRP501636	1533418	SampsonTR_2025	949c4cab-0144-43f6-9f59-c6f44786ed46
SRR28674663	3	WGS	302	412798364	PRJNA1099939	SAMN40961915	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	184904628	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-03-06	public	fastq,sra,run.zq	gs,ncbi,s3	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243046	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG054AM2_3MTH_03062020	PAIRED	RANDOM	METAGENOMIC	hSCATG054	hSCATG054AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG054AM2_3MTH_03062020	SRP501636	1025415	SampsonTR_2025	72094afe-8c38-4f93-bd0f-ab9ac42556ad
SRR28674664	1	WGS	302	479756898	PRJNA1099939	SAMN40961914	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	215546015	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-08	public	run.zq,sra,fastq	gs,ncbi,s3	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243045	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG054AM2_1MTH_01082020	PAIRED	RANDOM	METAGENOMIC	hSCATG054	hSCATG054AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG054AM2_1MTH_01082020	SRP501636	1903406	SampsonTR_2025	65301a78-acae-4323-897d-2789b942a96f
SRR28674666	12	WGS	302	349503996	PRJNA1099939	SAMN40961869	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	157027747	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-07-08	public	sra,fastq,run.zq	ncbi,s3,gs	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243043	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG039AM6_12MTH_07082020	PAIRED	RANDOM	METAGENOMIC	hSCATG039	hSCATG039AM6	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG039AM6_12MTH_07082020	SRP501636	1403290	SampsonTR_2025	2a9feaf3-c513-430b-8d88-a700e322d95f
SRR28674667	6	WGS	302	338910440	PRJNA1099939	SAMN40961868	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	156526964	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-08	public	sra,fastq,run.zq	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243042	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG039AM3_6MTH_01082020	PAIRED	RANDOM	METAGENOMIC	hSCATG039	hSCATG039AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG039AM3_6MTH_01082020	SRP501636	1379436	SampsonTR_2025	3fd8ea88-3163-4216-8362-eb1e0f804d93
SRR28674668	3	WGS	302	249273518	PRJNA1099939	SAMN40961867	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	111154672	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-10-08	public	sra,run.zq,fastq	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243041	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG039AM3_3MTH_10082019	PAIRED	RANDOM	METAGENOMIC	hSCATG039	hSCATG039AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG039AM3_3MTH_10082019	SRP501636	973114	SampsonTR_2025	813a54b0-a4bd-4af9-8387-08a58484d139
SRR28674673	3	WGS	302	358260486	PRJNA1099939	SAMN40961855	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	161907316	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-10-08	public	fastq,run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243036	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG037AM3_3MTH_10082019	PAIRED	RANDOM	METAGENOMIC	hSCATG037	hSCATG037AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG037AM3_3MTH_10082019	SRP501636	1365442	SampsonTR_2025	7ec58c6d-c5d6-494a-b89e-6ba2a2717855
SRR28674674	1	WGS	302	455400598	PRJNA1099939	SAMN40961854	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	206788538	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-08	public	fastq,sra,run.zq	gs,ncbi,s3	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243035	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG037AM3_1MTH_08082019	PAIRED	RANDOM	METAGENOMIC	hSCATG037	hSCATG037AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG037AM3_1MTH_08082019	SRP501636	1801331	SampsonTR_2025	a56303f6-fd7c-479a-a932-f6e0ee185343
SRR28674675	12	WGS	302	346550134	PRJNA1099939	SAMN40961853	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	162097886	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-07-08	public	sra,fastq,run.zq	gs,ncbi,s3	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243034	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG037AM3_12MTH_07082020	PAIRED	RANDOM	METAGENOMIC	hSCATG037	hSCATG037AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG037AM3_12MTH_07082020	SRP501636	1201148	SampsonTR_2025	e8406dd8-06a1-458b-8a9b-d03b91f51010
SRR28674676	6	WGS	302	359793438	PRJNA1099939	SAMN40961852	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	162904948	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-08	public	fastq,run.zq,sra	s3,ncbi,gs	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243033	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG037AM1_6MTH_01082020	PAIRED	RANDOM	METAGENOMIC	hSCATG037	hSCATG037AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG037AM1_6MTH_01082020	SRP501636	1398496	SampsonTR_2025	8a8292a5-f702-49cc-b29d-6b64cceea088
SRR28674679	1	WGS	302	494771432	PRJNA1099939	SAMN40961850	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	218870751	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-08	public	fastq,sra,run.zq	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243030	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG037AM1_1MTH_08082019	PAIRED	RANDOM	METAGENOMIC	hSCATG037	hSCATG037AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG037AM1_1MTH_08082019	SRP501636	1974802	SampsonTR_2025	c2527f03-84fe-48f7-ab96-0e35b17fc8f3
SRR28674680	12	WGS	302	449331908	PRJNA1099939	SAMN40961849	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	193713664	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-30	public	fastq,run.zq,sra	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243029	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG037AM1_12MTH_06302020	PAIRED	RANDOM	METAGENOMIC	hSCATG037	hSCATG037AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG037AM1_12MTH_06302020	SRP501636	1939216	SampsonTR_2025	17573bb0-ef15-4a94-acf4-3aa337001b34
SRR28674681	6	WGS	302	317603736	PRJNA1099939	SAMN40961820	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	145958536	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-02	public	run.zq,sra,fastq	ncbi,gs,s3	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243028	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG034AM2_6MTH_01022020	PAIRED	RANDOM	METAGENOMIC	hSCATG034	hSCATG034AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG034AM2_6MTH_01022020	SRP501636	1222803	SampsonTR_2025	da731448-2cc2-49d3-a7fd-1111e81d0f00
SRR28674682	3	WGS	302	579222108	PRJNA1099939	SAMN40961819	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	265966928	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-10-03	public	sra,run.zq,fastq	gs,s3,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243027	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG034AM2_3MTH_10032019	PAIRED	RANDOM	METAGENOMIC	hSCATG034	hSCATG034AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG034AM2_3MTH_10032019	SRP501636	2170634	SampsonTR_2025	6c4678d1-9969-4131-93d1-c74da25720c1
SRR28674683	1	WGS	302	360932280	PRJNA1099939	SAMN40961818	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	157319140	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-01	public	run.zq,fastq,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243026	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG034AM2_1MTH_08012019	PAIRED	RANDOM	METAGENOMIC	hSCATG034	hSCATG034AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG034AM2_1MTH_08012019	SRP501636	1522526	SampsonTR_2025	b0477eaa-554e-49b1-8766-0edaf96059a7
SRR28674686	3	WGS	302	424075346	PRJNA1099939	SAMN40961815	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	191249168	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-10-03	public	run.zq,fastq,sra	ncbi,gs,s3	s3.us-east-1,ncbi.public,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243023	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG034AM1_3MTH_10032019	PAIRED	RANDOM	METAGENOMIC	hSCATG034	hSCATG034AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG034AM1_3MTH_10032019	SRP501636	1477332	SampsonTR_2025	b36a9a67-8ffb-4c52-b7d5-d36ba5ef4e74
SRR28674687	1	WGS	302	457100254	PRJNA1099939	SAMN40961814	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	203953343	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-01	public	sra,run.zq,fastq	gs,ncbi,s3	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243022	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG034AM1_1MTH_08012019	PAIRED	RANDOM	METAGENOMIC	hSCATG034	hSCATG034AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG034AM1_1MTH_08012019	SRP501636	1881128	SampsonTR_2025	7f2332d3-f504-4b94-b19f-51f37fd42d11
SRR28674688	12	WGS	302	283054332	PRJNA1099939	SAMN40961813	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	129662532	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-30	public	sra,fastq,run.zq	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243021	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG034AM1_12MTH_06302020	PAIRED	RANDOM	METAGENOMIC	hSCATG034	hSCATG034AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG034AM1_12MTH_06302020	SRP501636	1058073	SampsonTR_2025	53358a6c-eaf5-4063-95f8-70604fe82f83
SRR28674689	6	WGS	302	426222868	PRJNA1099939	SAMN40961812	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	197659702	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-26	public	fastq,run.zq,sra	gs,s3,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243020	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG028AM4_6MTH_12262019	PAIRED	RANDOM	METAGENOMIC	hSCATG028	hSCATG028AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG028AM4_6MTH_12262019	SRP501636	1495622	SampsonTR_2025	5cea3ab9-6441-4d02-8d8b-63c10086bc54
SRR28674690	3	WGS	302	301055948	PRJNA1099939	SAMN40961811	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	136523179	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-23	public	run.zq,sra,fastq	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243019	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG028AM4_3MTH_09232019	PAIRED	RANDOM	METAGENOMIC	hSCATG028	hSCATG028AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG028AM4_3MTH_09232019	SRP501636	1213260	SampsonTR_2025	cf35e036-ca0e-4693-bbf0-70de2c2e27eb
SRR28674692	1	WGS	302	429383298	PRJNA1099939	SAMN40961810	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	183589277	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-07-22	public	sra,fastq,run.zq	s3,gs,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243017	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG028AM4_1MTH_07222019	PAIRED	RANDOM	METAGENOMIC	hSCATG028	hSCATG028AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG028AM4_1MTH_07222019	SRP501636	1537268	SampsonTR_2025	b2778ccf-c29e-47b6-8368-56b4c9356ce8
SRR28674693	12	WGS	302	318921060	PRJNA1099939	SAMN40961809	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	143346877	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-30	public	sra,fastq,run.zq	ncbi,gs,s3	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243016	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG028AM4_12MTH_06302020	PAIRED	RANDOM	METAGENOMIC	hSCATG028	hSCATG028AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG028AM4_12MTH_06302020	SRP501636	1245822	SampsonTR_2025	b258eae8-ff57-44af-b73c-2d2616e4375d
SRR28674694	6	WGS	302	266000392	PRJNA1099939	SAMN40961808	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	120093610	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-26	public	run.zq,fastq,sra	s3,ncbi,gs	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243015	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG028AM1_6MTH_12262019	PAIRED	RANDOM	METAGENOMIC	hSCATG028	hSCATG028AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG028AM1_6MTH_12262019	SRP501636	1012568	SampsonTR_2025	0baffb78-df1f-4d0e-b440-538f10047c8e
SRR28674695	3	WGS	302	319080214	PRJNA1099939	SAMN40961807	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	143192157	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-23	public	run.zq,fastq,sra	gs,s3,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243014	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG028AM1_3MTH_09232019	PAIRED	RANDOM	METAGENOMIC	hSCATG028	hSCATG028AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG028AM1_3MTH_09232019	SRP501636	1055843	SampsonTR_2025	baf09714-d92b-4228-b46d-33d785b96a47
